id,description,dataset,category,subcategory,region,delay,universe,type,coverage,userCount,alphaCount,pyramidMultiplier,themes
pv173_ranksatlas_unit_name_203,Atlas unit name,"{'id': 'pv173', 'name': 'Corporate Bond Pricing Data'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,VECTOR,1.0,0,0,1.1,[]
pv173_ranksbondreturn20deqwt_220,It is defined as the equally weighted single bond return over last 20 days with the filter of the bonds that mature between 3 years and 7 years.,"{'id': 'pv173', 'name': 'Corporate Bond Pricing Data'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,VECTOR,0.407,0,0,1.1,[]
pv173_rankseqbddivrgbdrtn120d_213,It is defined as the difference of market equity return and estimated equity return based on 120-day linear regression of equity return on aggregated bond return and MSCI ACWIIndex return.,"{'id': 'pv173', 'name': 'Corporate Bond Pricing Data'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,VECTOR,0.395,0,0,1.1,[]
pv173_rankseqbddivrgsprd5y120dsbst_202,It is defined as the difference of market equity return and estimated equity return based on 120-day linear regression of equity return on 5-year mid z-spread percentage change and MSCI ACWIIndex return,"{'id': 'pv173', 'name': 'Corporate Bond Pricing Data'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,VECTOR,0.3663,0,0,1.1,[]
pv173_ranksmt5yzspreadchg60dsbst_215,It is defined as the 60-day change of 5-year mid z-spreadIn the bond z-spread curve,"{'id': 'pv173', 'name': 'Corporate Bond Pricing Data'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,VECTOR,0.366,0,0,1.1,[]
pv173_ranksmt5yzspreadchgstd20dsbst_200,It is defined as the 20-day standard deviation of changeIn 5-year mid z-spreadIn the bond z-spread curve,"{'id': 'pv173', 'name': 'Corporate Bond Pricing Data'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,VECTOR,0.3753,0,0,1.1,[]
pv173_ranksmt5yzspreadindrelsbst_209,It is defined as theIndustry relative 5-year mid z-spreadIn the bond z-spread curve,"{'id': 'pv173', 'name': 'Corporate Bond Pricing Data'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,VECTOR,0.3767,0,0,1.1,[]
pv173_ranksmt5yzspreadsbst_216,It is defined as the region relative 5-year mid z-spreadIn the bond z-spread curve,"{'id': 'pv173', 'name': 'Corporate Bond Pricing Data'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,VECTOR,0.3767,0,0,1.1,[]
pv173_ranksmt5yzspreadzscore60dsbst_201,It is defined as the 60-day z-score of 5-year mid z-spreadIn the bond z-spread curve,"{'id': 'pv173', 'name': 'Corporate Bond Pricing Data'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,VECTOR,0.3717,0,0,1.1,[]
pv173_rawratiosatlas_unit_name,Atlas unit name,"{'id': 'pv173', 'name': 'Corporate Bond Pricing Data'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,VECTOR,1.0,0,0,1.1,[]
