id,description,dataset,category,subcategory,region,delay,universe,type,coverage,userCount,alphaCount,pyramidMultiplier,themes
fnd22_a0_value,Value of the field,"{'id': 'fundamental22', 'name': 'Environmental and Social Governance Data'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,VECTOR,0.2614,1,1,1.1,[]
fnd22_a1_value,Value of the field,"{'id': 'fundamental22', 'name': 'Environmental and Social Governance Data'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,VECTOR,0.2601,1,2,1.1,[]
fnd22_a2_value,Value of the field,"{'id': 'fundamental22', 'name': 'Environmental and Social Governance Data'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,VECTOR,0.2614,0,0,1.1,[]
fnd22_a3_value,Value of the field,"{'id': 'fundamental22', 'name': 'Environmental and Social Governance Data'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,VECTOR,0.2614,3,3,1.1,[]
fnd22_a4_value,Value of the field,"{'id': 'fundamental22', 'name': 'Environmental and Social Governance Data'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,VECTOR,0.261,1,1,1.1,[]
fnd22_a5_value,Value of the field,"{'id': 'fundamental22', 'name': 'Environmental and Social Governance Data'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,VECTOR,0.2614,2,2,1.1,[]
fnd22_a6_value,Value of the field,"{'id': 'fundamental22', 'name': 'Environmental and Social Governance Data'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,VECTOR,0.2602,3,4,1.1,[]
fnd22_a7_value,Value of the field,"{'id': 'fundamental22', 'name': 'Environmental and Social Governance Data'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,VECTOR,0.2608,3,4,1.1,[]
fnd22_a8_value,Value of the field,"{'id': 'fundamental22', 'name': 'Environmental and Social Governance Data'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,VECTOR,0.2607,1,1,1.1,[]
fnd22_a9_value,Value of the field,"{'id': 'fundamental22', 'name': 'Environmental and Social Governance Data'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,VECTOR,0.2613,2,2,1.1,[]
fnd22_as_value,Value of the field,"{'id': 'fundamental22', 'name': 'Environmental and Social Governance Data'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,VECTOR,0.2614,2,2,1.1,[]
fnd22_s1_value,Value of the field,"{'id': 'fundamental22', 'name': 'Environmental and Social Governance Data'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,VECTOR,0.2614,3,3,1.1,[]
fnd22_s2_value,Value of the field,"{'id': 'fundamental22', 'name': 'Environmental and Social Governance Data'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,VECTOR,0.2613,1,1,1.1,[]
fnd22_value,Value of the field,"{'id': 'fundamental22', 'name': 'Environmental and Social Governance Data'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,VECTOR,0.2614,0,0,1.1,[]
