id,description,dataset,category,subcategory,region,delay,universe,type,coverage,userCount,alphaCount,pyramidMultiplier,themes
mdl138_3idpc,Composite of all 3 Factor model based on Point-in-Time Risk Parity Weighting,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8831,28,40,1.3,[]
mdl138_3idpqc,Composite of all Quality 3 Factor model based on Point-in-Time Risk Parity Weighting,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8831,30,41,1.3,[]
mdl138_4idpc,Composite of all 4 Factor model based on Point-in-Time Risk Parity Weighting,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8831,11,17,1.3,[]
mdl138_4idpqc,Composite of all Quality 4 Factor model based on Point-in-Time Risk Parity Weighting,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8831,16,28,1.3,[]
mdl138_5idpc,Composite of all 5 Factor model based on Point-in-Time Risk Parity Weighting,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8831,12,21,1.3,[]
mdl138_5idpqc,Composite of all Quality 5 Factor model based on Point-in-Time Risk Parity Weighting,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8831,22,34,1.3,[]
mdl138_aor_3idpq,3 Factor model based on Return on Assets,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8758,5,5,1.3,[]
mdl138_aor_4idpq,4 Factor model based on Return on Assets,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8757,5,5,1.3,[]
mdl138_aor_5idpq,5 Factor model based on Return on Assets,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8754,7,7,1.3,[]
mdl138_dtl_3idp,3 Factor model based on Long-term Debt,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.7349,3,3,1.3,[]
mdl138_dtl_4idp,4 Factor model based on Long-term Debt,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.7313,3,5,1.3,[]
mdl138_dtl_5idp,5 Factor model based on Long-term Debt,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.7263,1,1,1.3,[]
mdl138_epp_3idp,"3 Factor model based on Property, Plant, and Equipment","{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8224,1,1,1.3,[]
mdl138_epp_4idp,"4 Factor model based on Property, Plant, and Equipment","{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8178,0,0,1.3,[]
mdl138_epp_5idp,"5 Factor model based on Property, Plant, and Equipment","{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8112,1,1,1.3,[]
mdl138_er_3idp,3 Factor model based on Retained Earnings,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8746,2,2,1.3,[]
mdl138_er_4idp,4 Factor model based on Retained Earnings,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8692,2,2,1.3,[]
mdl138_er_5idp,5 Factor model based on Retained Earnings,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.862,1,1,1.3,[]
mdl138_in_3idp,3 Factor model based on Net Income,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8817,0,0,1.3,[]
mdl138_in_4idp,4 Factor model based on Net Income,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8814,4,4,1.3,[]
mdl138_in_5idp,5 Factor model based on Net Income,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8807,1,1,1.3,[]
mdl138_ofc_3idp,3 Factor model based on Operating Cash Flow,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8624,2,6,1.3,[]
mdl138_ofc_4idp,4 Factor model based on Operating Cash Flow,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8546,3,3,1.3,[]
mdl138_ofc_5idp,5 Factor model based on Operating Cash Flow,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8469,1,1,1.3,[]
mdl138_pa_3idp,3 Factor model based on Accounts Payable,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8614,3,5,1.3,[]
mdl138_pa_4idp,4 Factor model based on Accounts Payable,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8568,1,1,1.3,[]
mdl138_pa_5idp,5 Factor model based on Accounts Payable,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8501,0,0,1.3,[]
mdl138_pdi3_caps,3 Factor model based on Capital Surplus,"{'id': 'model138', 'name': 'Stock Selection from Accounting-based Factors'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",USA,1,TOP3000,VECTOR,0.8146,1,1,1.3,[]
