id,description,dataset,category,subcategory,region,delay,universe,type,coverage,userCount,alphaCount,pyramidMultiplier,themes
snt21_2dts_gen_165,Standard deviation of negative sentiment scores.,"{'id': 'sentiment21', 'name': 'AI Sentiment Score Data'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt21_2dts_sop_168,Standard deviation of positive sentiment scores.,"{'id': 'sentiment21', 'name': 'AI Sentiment Score Data'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt21_2dts_tuen_149,Standard deviation of neutral sentiment scores.,"{'id': 'sentiment21', 'name': 'AI Sentiment Score Data'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt21_2neg_conf_low_159,Lower confidence bound for negative sentiment scores.,"{'id': 'sentiment21', 'name': 'AI Sentiment Score Data'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt21_2neg_conf_up_166,Upper confidence bound for negative sentiment scores.,"{'id': 'sentiment21', 'name': 'AI Sentiment Score Data'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt21_2neg_max_164,Maximum value of negative sentiment scores.,"{'id': 'sentiment21', 'name': 'AI Sentiment Score Data'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt21_2neg_mean_155,Mean value of negative sentiment scores.,"{'id': 'sentiment21', 'name': 'AI Sentiment Score Data'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt21_2neg_median_161,Median value of negative sentiment scores.,"{'id': 'sentiment21', 'name': 'AI Sentiment Score Data'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt21_2neg_min_148,Minimum value of negative sentiment scores.,"{'id': 'sentiment21', 'name': 'AI Sentiment Score Data'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt21_2neut_conf_low_156,Lower confidence bound for neutral sentiment scores.,"{'id': 'sentiment21', 'name': 'AI Sentiment Score Data'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
