id,description,dataset,category,subcategory,region,delay,universe,type,coverage,userCount,alphaCount,pyramidMultiplier,themes
snt22_2dts_gen_166,2-day time series general sentiment .,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2dts_sop_154,2-day time series sum of positive sentiment .,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2dts_tuen_150,2-day time series total of neutral sentiment .,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2neg_conf_low_161,negative sentiment lower confidence bound.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2neg_conf_up_151,negative sentiment upper confidence bound.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2neg_max_162,negative sentiment maximum value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2neg_mean_168,negative sentiment mean value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2neg_median_156,negative sentiment median value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2neg_min_152,negative sentiment minimum value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2neut_conf_low_149,neutral sentiment lower confidence bound.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2neut_conf_up_163,neutral sentiment upper confidence bound.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2neut_max_159,neutral sentiment maximum value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2neut_mean_153,neutral sentiment mean value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2neut_median_160,neutral sentiment median value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2neut_min_155,neutral sentiment minimum value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2pos_conf_low_157,positive sentiment lower confidence bound.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2pos_conf_up_167,positive sentiment upper confidence bound.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2pos_max_165,positive sentiment maximum value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2pos_mean_164,positive sentiment mean value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2pos_median_158,positive sentiment median value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_2pos_min_148,positive sentiment minimum value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3dts_gen_114,3-day time series general sentiment .,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3dts_sop_120,3-day time series sum of positive sentiment .,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3dts_tuen_108,3-day time series total of neutral sentiment .,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3neg_conf_low_121,negative sentiment lower confidence bound.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3neg_conf_up_126,negative sentiment upper confidence bound.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3neg_max_125,negative sentiment maximum value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3neg_mean_112,negative sentiment mean value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3neg_median_111,negative sentiment median value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3neg_min_115,negative sentiment minimum value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3neut_conf_low_117,neutral sentiment lower confidence bound.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3neut_conf_up_107,neutral sentiment upper confidence bound.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3neut_max_124,neutral sentiment maximum value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3neut_mean_106,neutral sentiment mean value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3neut_median_123,neutral sentiment median value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3neut_min_110,neutral sentiment minimum value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3pos_conf_low_122,positive sentiment lower confidence bound.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3pos_conf_up_109,positive sentiment upper confidence bound.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3pos_max_113,positive sentiment maximum value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3pos_mean_116,positive sentiment mean value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
snt22_3pos_median_118,positive sentiment median value.,"{'id': 'sentiment22', 'name': 'News Sentiment Scores'}","{'id': 'sentiment', 'name': 'Sentiment'}","{'id': 'sentiment-sentiment', 'name': 'Sentiment'}",USA,1,TOP3000,MATRIX,1.0,0,0,1.5,[]
