id,description,dataset,category,subcategory,region,delay,universe,type,coverage,userCount,alphaCount,pyramidMultiplier,themes
fnd44_cashflow_accruals,Accruals calculated from the cash flow. A higher value may indicate some suspicious moves.,"{'id': 'fundamental44', 'name': 'Accounting Quality Models'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,MATRIX,0.8375,38,97,1.1,[]
fnd44_factor_benford,Score from the Benford fraud detection model which is based on the digit distributions of the accounting numbers.,"{'id': 'fundamental44', 'name': 'Accounting Quality Models'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,MATRIX,0.8586,28,89,1.1,[]
fnd44_fscore,"Fscore is an indicator for company misconduct. It includes accruals, financial performance, market incentives, and off-balance sheet values. It is estimated for a longer period.","{'id': 'fundamental44', 'name': 'Accounting Quality Models'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,MATRIX,0.852,26,87,1.1,[]
fnd44_jones_cf_accruals,The field estimates the discretionary accruals which are subject to management's autonomy. It is based on the Jones model and it assumes that the revenues are unmanaged.,"{'id': 'fundamental44', 'name': 'Accounting Quality Models'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,MATRIX,0.8375,21,60,1.1,[]
fnd44_modified_jones_cf_accruals,The field is a modification of the Jones model where the score also takes into account that discretion can be exercised over revenues.,"{'id': 'fundamental44', 'name': 'Accounting Quality Models'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,MATRIX,0.8375,19,49,1.1,[]
fnd44_mscore,"Mscore aims to investigate sudden growth, deteriorating fundamentals, or unexpected values in accounting. A shorter-term indicator than Fscore.","{'id': 'fundamental44', 'name': 'Accounting Quality Models'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,MATRIX,0.85,19,36,1.1,[]
fnd44_perc_accruals,The field is the ratio of net accruals and the total accruals.,"{'id': 'fundamental44', 'name': 'Accounting Quality Models'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,MATRIX,0.8428,16,27,1.1,[]
fnd44_probability_restatement,The field investigates the number of accounting updates and corrections. It can predict underperforming stocks.,"{'id': 'fundamental44', 'name': 'Accounting Quality Models'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,MATRIX,0.8404,14,28,1.1,[]
fnd44_score,Score is the equal weighted average of the different accounting models,"{'id': 'fundamental44', 'name': 'Accounting Quality Models'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,MATRIX,0.8578,28,92,1.1,[]
fnd44_working_capital_accruals,Accruals calculated from the working capital.,"{'id': 'fundamental44', 'name': 'Accounting Quality Models'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,MATRIX,0.852,19,47,1.1,[]
fnd44_yoon_wc_accruals,"Yoon working capital accruals focuses on the changes in cash, depreciation expenses, and amortization. Another version of the Jones model.","{'id': 'fundamental44', 'name': 'Accounting Quality Models'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-models', 'name': 'Fundamental Models'}",USA,1,TOP3000,MATRIX,0.852,28,49,1.1,[]
